smiles,molecular_weight,n_hba,n_hbd,logp,lipinski,fingerprint_df,predicted_pIC50,cid,patentID
B(C1=[C-]C=CC(=C1)C(=O)NC2=NOC(=C2)C)(O)O[C-]=O.[W+2],456.011382988,6.0,2.0,-0.19569,True,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 1 0 0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 0 1 1 0 1 0 0 0 1 0
 1 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1]",10.681835,0,None
CSCCN(CC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl)S,580.1169739720001,8.0,2.0,8.014700000000003,False,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0
 0 0 0 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 0 1 0 1 0
 1 0 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1
 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0]",10.643598,145025859,None
CNC1=CC(=CC2=C1NC3=NC=C(C(=C23)N4C=CC(=N4)C(F)(F)F)C5=CN=C(N=C5)C6(CC6)C(=O)O)F,511.137985664,7.0,3.0,4.6746000000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 0 0 0 1 1 1 0 0 0
 0 1 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 0 1 0 1 0 0 1 0 1 1 0 1
 1 0 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0]",10.638236,146646649,['WO2020109191A1']
CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C4=CC=CC=C4N2,318.18444670400004,3.0,2.0,4.2329000000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 1 1 0 1 0 0 1 0 1 0 1 1 0 0 1 1 0 0 1 0 0
 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 0 1
 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 0 1 0]",10.614898,10567578,"['EP-3915549-A1', 'US-2015226689-A1', 'US20150226689A1', 'WO-2008122667-A2']"
CC1=C2C=C(C=CC2=NC(=N1)NC3=NC(=CC(=O)N3)CSC4=NC5=CC=CC=C5N4)OC,445.13209384800007,8.0,3.0,3.942320000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 1 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1
 1 0 1 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 1 0 1 0 0
 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",10.6046295,135486495,"['AU-2006227833-A1', 'CA-2600869-A1', 'CA-2920700-A1', 'DE-102019212323-A1', 'DE-102019212323-B4', 'EP-2152266-A1', 'EP-2671584-A2', 'EP-2795322-B1', 'EP-2835423-A1', 'EP-3030657-A1', 'EP-3030657-B1', 'EP-3045912-A1', 'EP-3045912-B1', 'EP2795322B1', 'EP3045912A1', 'EP3045912B1', 'US-10006904-B2', 'US-10047362-B2', 'US-11035852-B2', 'US-2008318984-A1', 'US-2010215779-A1', 'US-2012040025-A9', 'US-2015011420-A1', 'US-2015276719-A2', 'US-2016108406-A1', 'US-2016194644-A1', 'US-2019383799-A1', 'US-2021333266-A1', 'US-8143295-B2', 'US10006904B2', 'US11035852B2', 'US20080318984', 'US20080318984A1', 'US20150011420', 'US20150011420A1', 'US20150276719', 'US20150276719A2', 'US20150328217', 'US20150328217A1', 'US20160108406A1', 'US20180221347A1', 'US8143295', 'US8143295B2', 'US9987256B2', 'WO-2008137318-A1', 'WO-2015018831-A1']"
CC(C)(COC)C1=CC(=NO1)NC(=O)C(C)(C)S(C2CCCC2)(O)O,374.18754306,6.0,3.0,4.008900000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0
 1 0 0 1 0 0 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1 0 0 0 0 0 1 1 1
 0 1 0 0 1 0 1 1 0 1 1 0 0 1 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 0 1 1
 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0]",10.578555,59267950,"['US-2010081644-A1', 'US-2011312932-A1', 'US-2012010184-A1', 'US-8048899-B2', 'US-8349871-B2', 'US-8362039-B2', 'US20100081644', 'US20100081644A1', 'US20110312932A1', 'US20120010184', 'US20120010184A1', 'US8048899', 'US8349871', 'US8362039']"
CCOC(=O)C1=CC2=CC(=CN=C2N=C1NN)Br,310.006537692,6.0,2.0,1.8546,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 1 0 1 0 1 0
 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 1 1 0 0
 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",10.541091,56773876,None
CCOC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)C=CCN(C)C.CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O,787.1912611080002,10.0,4.0,7.104340000000006,False,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 1
 1 0 0 1 0 0 1 1 0 0 0 1 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1
 0 1 1 1 1 0 1 0 0 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",10.5008335,0,None
CC1=CNC2=C1C=CC=C2C3=C(C=C4C(=C3F)C(=NOC)C(C(N4)(C)C)O)F,385.160183352,4.0,3.0,4.337020000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0
 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0 1 1 0 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0
 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]",10.4976225,154065283,None
C1CC(C2=C(C1)C=CC=N2)N(CC=CCNC3CCOCC3)CC4CC5=CC=CC=C5CN4,446.304561836,5.0,2.0,3.800300000000002,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 0 0 0 1 1 1 1 1 0 0 1 1 0 0 0 1 0
 1 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1 0 0 0 1 1 0 0 0 1 0 1 1 0 1
 1 0 0 1 0 1 0 1 1 1 1 0 0 1 1 1 1 1 0]",10.479117,0,None
CC(C)CCOC(=O)C1=NC(=C2C(=C1)C3=CC=CC=C3N2)C4=NC5=C(C=C4)C(=O)C=C(C5=O)NC(=O)CCl,530.1356975159999,7.0,2.0,4.598900000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 0 1 1
 1 0 0 0 1 1 1 1 0 1 1 0 1 0 1 1 1 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1
 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",10.467664,11642266,"['EP-0701557-A1', 'US-2004248922-A1', 'US-5525611-A', 'US-5646150-A', 'US-5712289-A', 'US-6030983-A', 'US-6444684-B1', 'US-6841555-B2', 'US05712289', 'WO-9429308-A1']"
C1C(NSC1Br)C(=O)NC2=NC=C(C=C2)CC3=CC(=CC=C3)F,395.01032342,4.0,2.0,3.4811000000000023,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1
 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0
 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 1 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 0 1 0 0 1
 1 0 0 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 1 1 1 0 1 0 0 0 0 1 0 0 1 0 0
 0 0 0 1 0 0 1 1 1 0 1 0 0 1 1 1 1 1 0]",10.43929,155700104,None
CC1(C(C(=NOC)C2=C(C(=C(C=C2N1)F)C3=CC=CC4=C3NC=C4Cl)F)O)C,405.105560936,4.0,3.0,4.682000000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0
 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1 0 0 0
 0 1 0 0 0 0 0 0 1 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 0
 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0]",10.438882,0,None
CC1=C(C(=NO1)C)C2=CC=C(C=C2)C3=C(N4C=CC=CC4=N3)NC5CCCCC5,386.210661452,5.0,1.0,6.017740000000005,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1 0 0 0 0 0
 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 1 0 1 1 0 1
 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0]",10.432847,117834606,"['AU-2014292888-B2', 'EP3024327A2', 'EP3024327B1', 'JP-2016531113-A', 'KR-20160034379-A', 'US-2016168154-A1', 'US10702527B2', 'US20160168154A1', 'US20180169097A1', 'US20190015411A9', 'US20200338074A1', 'US9975896B2', 'WO-2015081284-A1', 'WO2015013635A2', 'WO2015081280A1', 'WO2015081284A1', 'WO2016201370A1']"
