smiles,molecular_weight,n_hba,n_hbd,logp,lipinski,fingerprint_df,predicted_pIC50,cid,patentID
CC1=C(C(=O)N2C(=N1)N=C(N2)C3=CC=C(C=C3)C(F)(F)F)C(C)C,336.11979576000004,4.0,1.0,3.5352200000000025,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1
 0 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0
 1 1 1 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0]",9.253844,134441221,"['US-2020048259-A1', 'US20200048259A1', 'WO2018071282A1']"
CC1=NC2=NC=NN2C(=C1)NC3=CC=C(C=C3)C=C,251.117095416,5.0,1.0,2.819320000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 1 0 0 0 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 1 0 0
 1 0 0 1 0 0 0 0 1 0 1 0 1 1 1 1 0 1 0]",9.247769,44131574,"['US-2009209557-A1', 'US-9216983-B2', 'US20090209557', 'US20090209557A1', 'US9216983', 'US9216983B2', 'WO2009082691A1']"
CC1=C(C(=NO1)C)C2=CC3=C(C=C2)C(=CN3)C4=NC(=NC=C4C(F)(F)F)NC5CCCNC5,456.1885440160001,6.0,3.0,5.079440000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0
 0 0 0 1 0 1 1 0 1 1 0 0 1 0 0 0 1 1 0 0 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0
 1 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 1 1 0 1 0 1 1 1 0 1 1 0 0 0 1 0 1 1 0 1
 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 0]",9.235457,139339494,['WO2019143719A1']
CC1=NN=C2N1N=CC(=N2)C3=CC=C(C=C3)Cl,245.046822936,5.0,0.0,2.14812,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0
 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0]",9.205373,3054502,"['EP0088109A1', 'US-4159375-A', 'US04159375', 'US4159375', 'US4159375A', 'US4405619']"
CC1=NN=C2N1N=CC(=N2)C3=CC(=CC=C3)Cl,245.046822936,5.0,0.0,2.14812,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 1 0 1 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 0
 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 1 0]",9.205373,3070751,"['EP0088109A1', 'US4405619']"
CC1=C(C(=O)N2C(=N1)N=CN2)CC3=CC(=C(C=C3)Cl)C(F)(F)F,342.04952328,4.0,1.0,2.989020000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1
 0 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0
 1 0 1 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0]",9.193123,53389711,"['WO-2011114148-A1', 'WO2011114148A1']"
CC1=COC2=C1C=C(C=C2)C3=CC(=NC(=N3)C)NC(C)C4=CC(=CC=C4)N5N=CC=N5,410.18550932400007,7.0,1.0,5.2604400000000044,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 0
 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0]",9.188066,123808785,"['WO2012149528A1', 'WO2020080979A1']"
CC1=COC2=C1C=C(C=C2)C3=CC(=NC(=N3)C)NC(C)C4=CC(=CC=C4)N5C=NN=N5,411.1807582920001,8.0,1.0,4.655440000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 0
 1 1 0 1 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0]",9.188066,70977753,"['BR-112021007101-A2', 'CN-113396145-A', 'EP2702043A1', 'JP-2022508751-A', 'WO2012149528A1', 'WO2020080979A1']"
CC1=C2C(=CC(=O)N(C2=NC(=N1)C)CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)O,425.1600228480001,8.0,2.0,3.0093400000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0
 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 1 1 1 0 1 1 0 0 0 1 0 0 0 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 0
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",9.18296,54693559,"['CA-2119692-A1', 'EP-0618207-A1', 'EP-0618207-B1', 'EP-0863143-A1', 'EP0618207A1', 'EP0618207B1', 'EP0863143A1', 'FI-108135-B', 'HU-222240-B1', 'JP-H06321945-A', 'KR-100251822-B1', 'KR-940021553-A', 'LV-12261-B', 'NZ-260164-A', 'US-5466692-A', 'US5466692', 'US5466692A']"
CC(C)C1=NN=C2N1N=CC(=N2)C3=CC=C(C=C3)OC,269.1276601,6.0,0.0,2.3183,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0
 1 1 0 0 1 0 0 0 1 1 0 0 1 1 1 1 1 1 0]",9.151269,3070763,"['EP0088109A1', 'US4405619']"
CC1=NC2=NC(=CC(=O)N2N1)C3=CC=CC=C3F,244.076039128,4.0,1.0,1.5321199999999997,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 0
 1 0 1 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0]",9.148247,134441098,"['US-2020048259-A1', 'US20200048259A1', 'WO2018071282A1']"
C1OC2=C(O1)C=C(C=C2)OCC3=NN=C(N3C4=CC=CC=C4)SCC5=NC(=NO5)C6=CC=CC=C6,485.1157750880001,10.0,0.0,4.917300000000004,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 1 1 0
 0 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 0 1 1
 1 0 1 0 0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 0
 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0]",9.145969,5301698,None
CC.CCC1=CC(=O)N2C(=N1)N=C(N2)C3=CC=CC=C3,270.148061196,4.0,1.0,2.6732000000000005,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0
 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 0 0 1 1 0 0 0 1
 1 0 1 1 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0
 1 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1]",9.134419,143995711,None
C1CN(CCC1OC2=CC(=O)N(N=C2C3C=N3)C4=CC(=C(C=C4)C#N)F)C5=NC=C(C=N5)C(F)(F)F,499.1379856640001,9.0,0.0,3.225380000000001,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
 0 1 0 1 1 1 1 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 0 1 1 0 1 0 0 0 0 0 1 1 0 0 1
 1 1 1 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1
 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0]",9.1245985,149135518,['CN-102159566-A']
CN1C=C(C=N1)C2=CN3C(=NN=C3SC4=CC5=CC(=CN=C5C=C4)N6CCC(CC6)O)C(=C2)F,475.159057544,9.0,1.0,3.929400000000003,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0
 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 0 0 0
 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 0 1
 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0]",9.121694,71536098,"['AU-2012310168-A1', 'AU-2012310168-B2', 'CA-2848809-A1', 'EA-026655-B1', 'EP-2755976-A1', 'EP-2755976-B1', 'EP2755976A1', 'EP2755976B1', 'ES-2691650-T3', 'JP-2014526499-A', 'JP-5957526-B2', 'TW-201319067-A', 'US-2013245002-A1', 'US-2015250799-A1', 'US-9062045-B2', 'US-9474762-B2', 'US20130245002', 'US20130245002A1', 'US20150250799A1', 'US9062045', 'US9062045B2', 'US9474762B2', 'WO-2013038362-A1', 'WO2013038362A1']"
CN1C(=O)C=C(N=C1SCC(=C)C2=CC=C(C=C2)F)O,292.068176876,5.0,1.0,2.4305000000000008,True,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0
 0 1 1 1 0 0 1 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 1
 0 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 1 1 1 1 0 0
 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0]",9.113905,144986282,None
